location,location_name,season,year,week,epiweek,num_patients,wili,ili_plus,ili_plus_a,ili_plus_b
08,Colorado,2015/2016,2015,52,201552,1627,1.41364,0.40480000000000005,0.40480000000000005,0.0
08,Colorado,offseason,2016,23,201623,3292,0.577157,0.3553,0.08929999999999999,0.26599999999999996
08,Colorado,offseason,2016,33,201633,3692,0.24377,0.0,0.0,0.0
08,Colorado,2015/2016,2015,46,201546,4091,0.513322,0.0,0.0,0.0
08,Colorado,offseason,2016,22,201622,2885,0.311958,0.1557,0.0,0.1557
08,Colorado,2015/2016,2015,50,201550,3542,0.508187,0.0396,0.0396,0.0
08,Colorado,offseason,2016,37,201637,3603,1.11019,0.16,0.16,0.0
08,Colorado,2015/2016,2016,7,201607,3730,1.50134,5.5440000000000005,4.7488,0.7896
08,Colorado,2015/2016,2016,1,201601,3223,1.148,1.0064000000000002,1.0064000000000002,0.0
08,Colorado,offseason,2016,27,201627,2480,0.322581,0.0,0.0,0.0
08,Colorado,2015/2016,2016,8,201608,4153,1.58921,8.157599999999999,7.5834,0.5741999999999999
08,Colorado,offseason,2016,31,201631,2867,0.313917,0.0,0.0,0.0
08,Colorado,2015/2016,2016,10,201610,3999,1.67542,12.2878,10.5056,1.7822000000000002
08,Colorado,offseason,2016,34,201634,2590,0.617761,0.0,0.0,0.0
08,Colorado,2015/2016,2015,51,201551,3431,0.786943,0.6426,0.5778000000000001,0.0648
08,Colorado,2015/2016,2016,12,201612,3439,1.80285,9.0706,7.626,1.4507999999999999
09,Connecticut,2015/2016,2016,20,201620,845,1.53846,0.6435000000000001,0.0455,0.5967
09,Connecticut,2015/2016,2016,15,201615,4997,2.5015,15.2125,4.625000000000001,10.6
09,Connecticut,2015/2016,2016,5,201605,5352,3.19507,17.2539,16.5015,0.7524000000000001
09,Connecticut,2015/2016,2015,42,201542,5188,0.963763,0.96,0.64,0.32
09,Connecticut,2015/2016,2015,43,201543,3590,1.42061,0.0,0.0,0.0
09,Connecticut,2015/2016,2016,6,201606,5026,4.15838,13.585,12.749,0.8151
09,Connecticut,2015/2016,2015,46,201546,6583,1.1393,0.42000000000000004,0.21000000000000002,0.21000000000000002
09,Connecticut,2015/2016,2016,2,201602,4143,2.82404,5.1831,4.8789,0.30419999999999997
09,Connecticut,2015/2016,2015,48,201548,6797,0.956304,0.1885,0.1885,0.0
09,Connecticut,2015/2016,2016,9,201609,5589,3.4711,41.8264,35.618399999999994,6.208
09,Connecticut,2015/2016,2016,14,201614,4935,2.61398,19.0146,9.017100000000001,9.9975
09,Connecticut,2015/2016,2016,18,201618,1926,1.60955,2.4397,0.5238999999999999,1.9157999999999997
09,Connecticut,2015/2016,2016,13,201613,4598,2.78382,20.467200000000002,12.2368,8.2304
